"Order","Symbol","Name","Current Price","Price % Chg","Price $ Chg","Volume (1000s)","Vol % Chg vs 50-Day","EPS Rating","RS Rating","Ind Group RS","SMR Rating","A/D Rating","Comp Rating","% Off High","50-Day Avg Vol (1000s)","ETF/Closed-End Fund"
"3604","NEWT","NewtekOne","14.59","2.89","0.41","593","123.5","86","86","B-","A","A+","95","-0.61","255","No"
"3605","NEXA","Nexa Resources","11.94","1.02","0.12","1077","97.3","80","97","A+","D","A+","96","-0.5","545","No"
"3606","NEXM","NexMetals Mining","3.97","-1.73","-0.07","68","-10.8","41","7","A+","-","B-","29","-61.64","76","No"
"3607","NEXN","Nexxen International","6.14","3.19","0.19","662","60.1","54","8","D","B","D-","16","-51.27","421","No"
"3608","NEXOY","NEXON ADR","26.56","0.87","0.23","11","-42.4","58","92","C-","-","B+","-","0.4","20","No"
"3609","NEXT","NextDecade","5.08","-3.79","-0.2","1961","-39.5","16","8","D+","-","E","5","-58.09","3244","No"
"3610","NFBK","Northfield Bancorp","11.96","1.87","0.22","132","-28.1","82","64","B","B","B","87","-4.32","186","No"
"3611","NFE","New Fortress Energy","1.4","8.53","0.11","9241","-39.5","4","3","C","E","B+","3","-91.6","15285","No"
"3612","NFG","National Fuel Gas","81.29","0.91","0.73","768","18.9","96","38","D+","A","D-","65","-13.64","646","No"
"3613","NFGC","New Found Gold","3","-0.99","-0.03","994","-41.7","22","94","A+","-","B","71","-9.64","1707","No"
"3614","NFLX","Netflix","88.05","-0.56","-0.5","36945","-12.6","92","14","D+","A","E","49","-34.35","42244","No"
"3615","NG","NovaGold Resources","10.09","-2.7","-0.28","1945","-22.8","5","97","A+","-","A-","68","-7.43","2518","No"
"3616","NGD","New Gold","10.41","2.46","0.25","11139","-41.6","80","98","A+","A","A","99","-4.19","19069","No"
"3617","NGEN","NervGen Pharma","5.47","-1.62","-0.09","105","-31.6","1","1","A+","-","-","28","-13.17","154","No"
"3618","NGG","National Grid ADR","79.36","0.61","0.48","572","-9.4","53","67","D+","C","B+","61","-1.21","632","No"
"3619","NGL","NGL Energy Partners","9.56","-1.75","-0.17","270","-25.7","33","97","C","D","B-","62","-7.09","371","No"
"3620","NGLOY","Anglo American ADR","22.32","0.09","0.02","500","-5","2","84","A+","-","A-","-","-0.18","529","No"
"3621","NGNE","Neurogene","18.06","-3.94","-0.74","152","-26.3","22","17","A+","E","B-","29","-51.54","209","No"
"3622","NGS","Natural Gas Services","34.2","0.59","0.2","201","95.2","59","89","A","B","B+","89","-2.62","103","No"
"3623","NGVC","Natural Grocers","26.88","5","1.28","312","5.6","94","8","C","B","C-","39","-56.09","285","No"
"3624","NGVT","Ingevity","66.93","1.47","0.97","271","-19","43","91","C","C","B","63","0.16","322","No"
"3625","NHC","National Healthcare","139.01","2.73","3.7","77","-6.6","90","86","A+","B","B+","97","-3.82","79","No"
"3626","NHI","National Health Investors","80.43","1.51","1.2","170","-15.4","43","62","C-","B","B-","64","-0.16","204","No"
"3627","NHIC","NewHold Investment III","10.37","0","0","0","0","80","44","C-","-","D+","51","-0.67","19","No"
"3628","NHTC","Natural Health Trends","3.75","2.46","0.09","38","-34","7","17","D","E","B","9","-37.5","58","No"
"3629","NHYDY","Norsk Hydro ADR","8.39","-0.12","-0.01","54","-31","65","88","A","-","A","-","-0.47","78","No"
"3630","NI","NiSource","43.53","0.51","0.22","4084","24.5","63","53","D+","B","D+","59","-3.01","3283","No"
"3631","NIC","Nicolet Bankshares","133.08","2.16","2.81","186","40.9","91","64","B-","A","A-","92","-6.23","135","No"
"3632","NICE","NICE ADR","115.47","0.37","0.42","1019","12.6","89","13","E","A","C-","42","-36.07","905","No"
"3633","NINE","Nine Energy Service","0.5","-8.76","-0.05","2591","16.4","17","10","A","-","B+","15","-71.81","2230","No"
"3634","NIO","NIO ADR","4.64","1.75","0.08","25682","-46.5","38","24","B+","D","D","29","-42.14","47983","No"
"3635","NIPG","NIP Group ADR","1.11","0.91","0.01","24","-56.7","2","5","C-","D","D-","5","-84.71","57","No"
"3636","NIQ","NIQ Global Intelligence","17.49","-0.51","-0.09","1205","-12.1","72","53","B","D","B-","61","-14.22","1314","No"
"3637","NISN","NiSun Intl Ent Devt","1.2","3.02","0.04","21","-43.6","16","1","B","D","C+","4","-87.19","38","No"
"3638","NITO","N2OFF","1.75","5.42","0.09","1934","2990","49","1","C+","D","D+","7","-96.73","62","No"
"3639","NIU","Niu Technologies ADR","3.15","-3.67","-0.12","298","-53.8","80","46","B+","C","C-","61","-44.44","617","No"
"3640","NIVF","NewGenIvf Group","0.51","-3.62","-0.02","140","-79","80","1","A+","E","E","19","-99.97","670","No"
"3641","NIXX","Nixxy","0.92","-4.24","-0.04","219","-59.7","56","4","D-","D","E","12","-81.7","547","No"
"3642","NJDCY","Nidec ADR","3.29","21.85","0.59","30","-90.5","46","13","A-","-","B-","-","-40.73","332","No"
"3643","NJR","New Jersey Resources","47.55","0.7","0.33","408","-31","70","38","D+","B","B-","54","-6.33","573","No"
"3644","NKE","Nike Cl B","64.59","-1.49","-0.98","13295","-30.2","25","26","D+","C","B+","27","-21.65","19055","No"
"3645","NKLR","Terra Innovatum Global","6.66","2.94","0.19","1435","46.4","4","7","B","-","B+","10","-69.6","981","No"
"3646","NKSH","National Bankshares","34.42","1.68","0.57","11","-6.1","79","81","C-","B","B-","89","-1.66","12","No"
"3647","NKTR","Nektar Therapeutics","35.36","-2.02","-0.73","578","-27.9","35","95","A+","E","E","47","-47.16","806","No"
"3648","NKTX","Nkarta","1.96","-5.31","-0.11","956","36.2","21","17","A+","-","C","30","-28.47","702","No"
"3649","NL","NL Industries","6.26","-0.16","-0.01","98","138.3","5","23","C","B","B+","28","-32.43","41","No"
"3650","NLOP","Net Lease Office Prop","19.5","-1.17","-0.23","154","-18.3","6","27","B","E","E","15","-43.53","191","No"
"3651","NLY","Annaly Capital Management","23.83","2.14","0.5","7489","-5.3","50","80","B-","A","B+","83","-0.42","7912","No"
"3652","NMAX","Newsmax Cl B","7.78","2.64","0.2","1100","11.5","20","4","C+","-","C-","2","-97.06","987","No"
"3653","NMFC","New Mountain Finance","9.28","0.54","0.05","412","-39.6","46","20","B-","C","E","27","-22.98","683","No"
"3654","NMG","Nouveau Monde Graphite","2.97","-3.88","-0.12","803","34.6","5","79","B","-","B-","35","-50.99","597","No"
"3655","NMGX","Nano Magic","0.23","0","0","0","0","13","3","B-","-","C","-","-69.87","0","No"
"3656","NMIH","NMI Holdings","37.62","1.54","0.57","561","31.6","78","49","B+","A","B-","78","-12.92","426","No"
"3657","NMM","Navios Maritime Ptrs","56.94","-0.25","-0.14","107","-3.5","56","89","B+","C","A-","81","-1.32","111","No"
"3658","NMP","NMP Acquisition","10.1","0.8","0.08","13","10.1","5","41","C-","-","A+","34","0.3","13","No"
"3659","NMR","Nomura Holdings ADR","9.39","1.4","0.13","1140","19.9","88","91","C+","C","B+","86","0.43","950","No"
"3660","NMRA","Neumora Therapeutics","2.13","-0.93","-0.02","5955","263.2","33","93","A+","-","B-","64","-34.46","1642","No"
"3661","NMRK","Newmark Group","17.52","4.35","0.73","753","-28.9","86","83","B","A","D+","90","-11.67","1083","No"
"3662","NMTC","NeuroOne Medical Techs","0.9","3.35","0.03","88","-67.2","54","69","A+","D","B","75","-35.32","271","No"
"3663","NN","NextNav","14.93","2.54","0.37","1031","-11.3","32","71","B","E","D","44","-18.19","1163","No"
"3664","NNBR","NN","1.46","-0.68","-0.01","538","29.1","68","11","A-","E","C","31","-58.52","398","No"
"3665","NNDM","Nano Dimension ADR","1.73","-0.29","-0.01","1391","-51.2","17","32","B-","D","B+","37","-35.87","2852","No"
"3666","NNE","Nano Nuclear Energy","33.38","-2.88","-0.99","1773","-10.2","5","53","B","-","C","24","-45.16","1973","No"
"3667","NNI","Nelnet A","135.93","0.02","0.03","123","-10.9","82","72","B-","B","B-","89","-4.86","132","No"
"3668","NNN","NNN REIT","42.21","0.62","0.26","1195","-16.7","64","38","C-","B","D","48","-4.57","1437","No"
"3669","NNNN","Anbio Biotechnology","34.59","-11.83","-4.64","45","26.9","5","99","A+","B","C-","60","-37.84","35","No"
"3670","NNOX","Nano-X Imaging","3.07","1.66","0.05","862","-51","18","7","A-","D","C","16","-66.63","1758","No"
"3671","NNVC","NanoViricides","1.13","-1.74","-0.02","174","-50.3","44","13","A+","-","B+","38","-49.33","350","No"
"3672","NOA","North Amer Construction","15.92","-0.13","-0.02","140","-3.1","42","38","A","B","B+","56","-26.73","143","No"
"3673","NOAH","Noah Holdings ADR","11.18","-0.27","-0.03","122","14.4","80","60","B-","C","B-","68","-12.93","105","No"
"3674","NOC","Northrop Grumman","654.61","0.23","1.47","965","17.8","63","78","A","C","A-","84","0.01","820","No"
"3675","NODK","NI Holdings","13.31","0.08","0.01","3","-68.6","20","26","B-","D","C","22","-13.63","12","No"
"3676","NOEM","CO2 Energy Transition","10.31","0.1","0.01","1","-86.5","80","41","C-","-","B-","53","-4.36","7","No"
"3677","NOG","Northern Oil & Gas","22.56","-1.61","-0.37","1851","-18.9","58","17","D+","B","B-","26","-46.73","2284","No"
"3678","NOK","Nokia ADR","6.61","3.93","0.25","50093","69.7","40","85","B","B","C","65","-19.29","29520","No"
"3679","NOMA","Nomadar","4.47","-0.89","-0.04","8","-94.9","2","1","D","-","C+","4","-92.25","163","No"
"3680","NOMD","Nomad Foods","11.91","0.51","0.06","3425","72.4","49","13","D-","C","C","16","-42.77","2000","No"
"3681","NOTE","FiscalNote","1.65","0","0","397","51.4","16","1","D","D","D-","1","-93.23","262","No"
"3682","NOTV","Inotiv","0.57","-6.66","-0.04","248","-72.8","49","2","A","E","D","17","-88.18","930","No"
"3683","NOV","NOV","18.02","1.87","0.33","4241","3.6","50","87","A","C","A-","83","-1.1","4093","No"
"3684","NOVT","Novanta","133.18","1.4","1.84","376","-44","63","64","B","B","C","65","-13.61","671","No"
"3685","NOW","ServiceNow","131.17","-2.56","-3.44","14582","61.1","99","10","D","A","E","46","-45.26","9054","No"
"3686","NP","Neptune Insurance","26.01","-2.8","-0.75","181","-47.7","73","46","E","-","D","42","-21.74","347","No"
"3687","NPAC","New Providence III A","10.28","0.1","0.01","2","-84.3","5","32","C-","-","D-","15","-2.56","15","No"
"3688","NPB","Northpointe Bancshares","18.67","4.21","0.76","269","-8.9","91","83","B-","A","B-","95","-0.98","312","No"
"3689","NPCE","NeuroPace","17.35","3.58","0.6","204","-25.6","28","93","B+","D","A-","73","-8.56","274","No"
"3690","NPK","National Presto Inds","119.18","-0.01","-0.01","175","165.2","27","75","A","B","C","72","-1.09","67","No"
"3691","NPKI","NPK International","13.78","1.25","0.17","712","5.3","96","93","A","B","B+","99","-1.56","676","No"
"3692","NPNYY","Nippon Yusen ADR","6.72","-0.3","-0.02","47","-47.2","10","41","A-","-","C+","-","-11.51","91","No"
"3693","NPO","Enpro","241.74","5.25","12.05","219","21.1","78","83","B","B","B","85","-2.87","181","No"
"3694","NPSCY","Nippon Steel ADR","4.24","0.95","0.04","110","-28.8","6","51","A-","-","C-","-","-11.67","153","No"
"3695","NPSNY","Naspers ADR","13.65","-1.94","-0.27","322","140.9","63","82","C+","-","B","-","-9.91","130","No"
"3696","NPT","Texxon Holding","6.36","10.61","0.61","185","187.9","2","85","A-","B","B-","55","-30.72","64","No"
"3697","NPWR","NET Power","2.51","-8.39","-0.23","1067","-5.6","4","10","B","E","C+","9","-75.39","1131","No"
"3698","NRC","National Research","21.3","2.21","0.46","96","4.8","46","94","B","B","A","81","1.38","88","No"
"3699","NRDBY","Nordea Bank ADR","19.6","1.03","0.2","158","-27.2","76","89","A-","-","C+","-","0.9","215","No"
"3700","NRDS","NerdWallet","13.25","2.47","0.32","572","-30.9","80","81","B+","B","B-","88","-18.41","828","No"
"3701","NRDY","Nerdy Cl A","1.04","0.97","0.01","394","-68.4","19","12","E","E","A","9","-48.51","1247","No"
"3702","NREF","NexPoint Real Est Fin","14.85","0.95","0.14","41","-31.5","29","53","B-","B","B-","51","-11.61","61","No"
"3703","NRG","NRG Energy","158.5","5.79","8.67","2336","21.3","54","79","D+","B","C+","65","-12.21","1927","No"
"3704","NRGV","Energy Vault Holdings","6.03","-0.66","-0.04","2423","-29.2","19","99","B","D","B+","73","-5.04","3421","No"
"3705","NRILY","Nomura Research Inst ADR","38.74","0.65","0.25","24","-78.4","88","60","C","-","B","-","-8.24","116","No"
"3706","NRIM","Northrim Bancorp","29","4.17","1.16","177","25.8","91","90","C+","A","A-","98","1.83","141","No"
"3707","NRIX","Nurix Therapeutics","18.86","-0.95","-0.18","890","-46.2","16","93","A+","D","A","73","-16.18","1662","No"
"3708","NRP","Natural Resource Ptrs","117.37","1","1.16","26","5","86","67","A+","B","A","92","-0.17","26","No"
"3709","NRSN","NeuroSense Therapeutics","0.99","-7.43","-0.08","270","-22.3","15","13","A+","-","D-","17","-61.9","349","No"
"3710","NRT","North Eur Oil Royalty Tr","8.51","-4.38","-0.39","109","36","84","96","C-","A","A","94","-6.38","76","No"
"3711","NRXP","NRX Pharmaceuticals","2.15","0","0","1611","68","8","11","A+","-","D-","15","-52.01","958","No"
"3712","NRXS","Neuraxis","4.6","-2.95","-0.14","78","-81.3","35","96","A+","D","A+","82","-25.81","418","No"
"3713","NSA","Natl Storage Affiliates","33.54","2.35","0.77","1604","25.2","65","27","C-","C","B+","43","-17.43","1282","No"
"3714","NSANY","Nissan Motor ADR","5.23","-0.8","-0.04","63","-58.3","3","64","B+","-","B+","-","-14.9","153","No"
"3715","NSC","Norfolk Southern","290.77","1.54","4.4","1070","-14","56","64","D","B","C","55","-3.79","1247","No"
"3716","NSIT","Insight Enterprises","84.89","1.4","1.17","286","-30.2","74","8","D+","C","C+","24","-53.34","420","No"
"3717","NSP","Insperity","46.32","1.69","0.77","827","-25.4","14","13","D","B","B","10","-51.74","1174","No"
"3718","NSPR","InspireMD","1.6","0.63","0.01","38","-65","13","8","B+","E","D","15","-57.87","109","No"
"3719","NSRGY","Nestle ADR","94.79","-1.05","-1.01","335","-11.8","45","24","D-","-","E","-","-13.28","382","No"
"3720","NSRX","Nasus Pharma","7.1","0","0","2","-41","22","16","A+","-","C-","29","-28.93","4","No"
"3721","NSSC","NAPCO Security Techs","39.52","0.08","0.03","275","-17.4","85","79","C-","B","C+","79","-17.87","342","No"
"3722","NSTS","NSTS Bancorp","12.58","0.25","0.03","0","-86","62","53","B-","D","B-","61","-5.54","5","No"
"3723","NSYS","Nortech Systems","8.38","3.73","0.3","15","65.6","68","20","A","E","A-","48","-32.41","9","No"
"3724","NTAP","NetApp","108.4","0.68","0.73","2259","10.7","78","38","A+","A","B-","78","-15.17","2042","No"
"3725","NTB","Bank of Butterfield","50.27","0.86","0.43","145","-3.8","93","82","A-","A","A+","96","-3.53","155","No"
"3726","NTCL","NetClass Technology Cl A","0.4","-1.74","-0.01","53","-96.3","2","1","E","E","C","1","-99.23","1416","No"
"3727","NTCT","NetScout Systems","27.95","1.67","0.46","521","-0.4","91","79","B-","B","B-","89","-8.87","524","No"
"3728","NTDOY","Nintendo ADR","16.38","2.18","0.35","1761","-1.1","76","16","C-","-","D-","-","-34.27","1767","No"
"3729","NTES","NetEase ADR","136.1","-2.09","-2.9","747","17.3","97","64","C-","A","C-","79","-14.7","637","No"
"3730","NTGR","NETGEAR","22.68","1.34","0.3","466","5.1","33","13","C-","D","D-","11","-38.47","424","No"
"3731","NTHI","NeOnc Technologies Hldgs","8.7","-6.85","-0.64","66","-2.7","1","64","A+","-","B-","36","-65.2","69","No"
"3732","NTIC","Northern Technologies","9.57","0.1","0.01","25","-19.3","8","72","D+","D","B","41","-27.77","30","No"
"3733","NTIP","Network-1 Technologies","1.31","-1.5","-0.02","5","-64.9","12","22","B-","E","C-","19","-31.05","14","No"
"3734","NTLA","Intellia Therapeutics","11.87","-1.25","-0.15","5441","1.6","38","24","A+","D","B-","41","-57.98","5357","No"
"3735","NTNX","Nutanix Cl A","48.67","-5.38","-2.77","5643","30.8","95","10","D","-","C-","28","-41.61","4315","No"
"3736","NTOIY","Neste ADR","11.87","0.51","0.06","25","7","70","94","C","-","B+","-","-0.13","24","No"
"3737","NTR","Nutrien","67.83","2.46","1.63","3929","48.4","80","81","C+","D","B-","81","-0.17","2648","No"
"3738","NTRA","Natera","240.34","0.48","1.15","1013","-27.4","1","91","A+","C","A","76","-6.25","1396","No"
"3739","NTRB","Nutriband","4.37","2.82","0.12","9","-77.5","1","10","A+","D","E","8","-62.9","38","No"
"3740","NTRP","NextTrip","2.87","-11.69","-0.38","105","100.9","50","14","D-","D","B-","11","-63.11","53","No"
"3741","NTRS","Northern Trust","147.1","1.2","1.75","803","-13.8","64","85","B-","A","B+","84","-0.78","931","No"
"3742","NTSK","Netskope","15.4","-1.97","-0.31","2919","19.7","39","9","E","-","D","12","-44.98","2439","No"
"3743","NTST","NetSTREIT","18.21","0.66","0.12","1032","-8.5","80","51","C-","C","B","67","-7.26","1210","No"
"3744","NTTYY","NTT ADR","25.06","-0.2","-0.05","144","-1.9","69","26","B-","-","C","-","-10.69","147","No"
"3745","NTWK","NetSol Technologies","3.35","7.03","0.22","54","-7.7","27","32","D+","C","C+","22","-41.74","58","No"
"3746","NTWO","Newbury Street II Cl A","10.45","0","0","0","0","80","41","C-","-","B","56","-0.19","3","No"
"3747","NTZ","Natuzzi ADR","3.01","-0.33","-0.01","0","-94.7","15","19","C","E","A-","16","-45.27","9","No"
"3748","NU","Nu Holdings Cl A","16.61","-0.18","-0.03","36884","-2","72","84","A-","A","C-","97","-9.58","37626","No"
"3749","NUAI","New Era Energy & Digital","4.55","9.9","0.41","5870","-22.6","2","99","D+","-","A-","41","-40.05","7589","No"
"3750","NUE","Nucor","174.79","1.45","2.5","1429","-3.7","73","87","A-","C","C-","82","-0.65","1484","No"
"3751","NUKK","Nukkleus","3.65","1.11","0.04","1326","-4.4","24","2","D+","-","C","5","-90.84","1387","No"
"3752","NUS","Nu Skin Enterprises Cl A","11.34","2.9","0.32","428","-6","78","90","D","D","B","69","-22.44","456","No"
"3753","NUTR","Nusatrip","9","0","0","0","0","24","95","D-","-","A+","59","-11.24","0","No"
"3754","NUTX","Nutex Health","164.21","-1.02","-1.69","141","-18.8","33","97","B+","A","D+","85","-14.95","174","No"
"3755","NUVB","Nuvation Bio","6.14","-2.69","-0.17","5529","-31.8","13","98","A+","D","B-","63","-37.03","8102","No"
"3756","NUVL","Nuvalent","106.16","-1.56","-1.68","449","-31.3","8","84","A+","-","C-","55","-5.95","623","No"
"3757","NUWE","Nuwellis","2.37","24.74","0.47","1357","1885.5","1","2","B+","-","C+","3","-96.62","68","No"
"3758","NVA","Nova Minerals ADR","9.14","-1.08","-0.1","717","-37.1","6","98","A+","E","B","57","-43.86","1141","No"
"3759","NVAX","Novavax","7.78","-5.01","-0.41","5886","47.7","8","44","A+","-","C","30","-26.91","3985","No"
"3760","NVCR","Novocure","13.8","0.22","0.03","1412","-6.6","12","15","B+","D","B-","15","-49.76","1621","No"
"3761","NVCT","Nuvectis Pharma","8.53","1.43","0.12","37","-57.7","5","84","A+","-","B","52","-25.95","90","No"
"3762","NVDA","NVIDIA","187.05","2.13","3.91","206188","11.7","99","84","B+","A","D+","98","-11.85","184653","No"
"3763","NVEC","NVECorp","66.22","1.81","1.18","49","-8.4","42","20","A+","B","C-","45","-21.76","53","No"
"3764","NVGS","Navigator Holdings","18.26","-0.38","-0.07","130","-56.8","83","81","B-","C","C+","83","-2.35","309","No"
"3765","NVMI","Nova","434.55","5.21","21.51","580","72.7","97","94","A+","A","A-","99","-3.13","335","No"
"3766","NVNI","Nvni Group","2.75","-3.51","-0.1","59","-52.4","41","13","C","-","C","10","-96.37","124","No"
"3767","NVNO","enVVeno Medical","0.31","-13.18","-0.05","2089","229.9","23","1","B+","-","C","8","-94.42","636","No"
"3768","NVO","Novo Nordisk ADR","57.12","-3.04","-1.79","25752","26.9","84","20","A-","B","A","68","-39.1","20290","No"
"3769","NVR","NVR","7623.01","0.56","42.25","21","-6.7","60","32","C","B","C-","42","-11.55","22","No"
"3770","NVRI","Enviri","18.56","0.22","0.04","775","-58.8","3","97","A-","E","A-","64","-0.96","1881","No"
"3771","NVS","Novartis ADR","143.15","-2.06","-3.01","1036","-34.9","82","81","A-","A","B","91","-2.19","1591","No"
"3772","NVST","Envista Holdings","24.69","2.02","0.49","3660","73.7","82","86","A-","C","B+","94","1.81","2107","No"
"3773","NVT","nVent Electric","107.98","3.29","3.44","2191","3.2","96","90","A-","A","B-","99","-8.12","2123","No"
"3774","NVTS","Navitas Semiconductor","10","-0.4","-0.04","32719","48.1","33","98","B+","E","A","61","-43.79","22091","No"
"3775","NVVE","Nuvve Holding","3.78","-3.32","-0.13","344","-90.8","57","1","B+","E","C","10","-98.12","3758","No"
"3776","NVX","Novonix ADR","1.36","-2.16","-0.03","868","-41.1","46","15","A-","E","C","22","-64.77","1475","No"
"3777","NVZMY","Novonesis ADR","65.52","-0.38","-0.25","36","-25.7","71","46","C","-","D-","-","-13.44","49","No"
"3778","NWBI","Northwest Bancshares","12.38","2.06","0.25","823","-1.5","68","38","B","A","B-","70","-9.1","836","No"
"3779","NWE","NorthWestern Energy Group","68.44","1.33","0.9","279","-49.2","66","79","D+","C","D","65","-1.14","557","No"
"3780","NWFL","Norwood Financial","28.28","1.4","0.39","47","60.3","66","72","B-","C","B+","84","-7.55","29","No"
"3781","NWG","NatWest Group ADR","17.14","0.35","0.06","2258","1.4","98","87","A-","B","C-","96","-5.77","2226","No"
"3782","NWGL","CL Workshop Group ADR","1.17","-1.83","-0.02","1","-99","5","18","D","E","D+","1","-82.33","54","No"
"3783","NWL","Newell Brands","4.28","1.42","0.06","4399","-45.6","28","12","C","D","A-","15","-60.55","8083","No"
"3784","NWN","Northwest Natural","46.97","1.05","0.49","208","-25.8","66","57","D+","C","C","60","-5.36","271","No"
"3785","NWPX","NWPX Infrastructure","69.27","2.03","1.38","47","-26.9","87","91","A-","C","A","96","0.39","65","No"
"3786","NWS","News Corp Cl B","30.7","0.03","0.01","1160","30.6","63","32","A+","C","B+","63","-13.72","886","No"
"3787","NWSA","News Corp Cl A","26.7","-0.34","-0.09","2434","-35","63","27","A+","C","D-","47","-15.53","3749","No"
"3788","NWTG","Newton Golf","1.78","4.71","0.08","43","-57.9","57","15","B+","D","B","31","-95.57","103","No"
"3789","NX","Quanex Building Products","18.57","2.88","0.52","646","-25.7","57","60","B-","B","B-","59","-25.09","842","No"
"3790","NXDR","Nextdoor Holdings","1.96","2.08","0.04","3417","-51.3","42","44","A","D","C-","40","-47.31","7014","No"
"3791","NXE","NexGen Energy","11.72","1.65","0.19","7655","-0.7","5","94","A+","-","A-","69","-2.56","7706","No"
"3792","NXGL","NexGel","1.74","0.58","0.01","26","-63.7","37","8","A-","D","D-","16","-56.5","74","No"
"3793","NXL","Nexalin Technology","0.69","-6.15","-0.05","81","-61.5","41","4","B+","E","C-","11","-82.17","201","No"
"3794","NXPI","NXP Semiconductors","238.6","-0.92","-2.21","2314","-17.3","64","72","A+","B","B+","84","-6.6","2798","No"
"3795","NXPL","NextPlat","0.72","4.79","0.03","52","-70.2","52","32","C-","E","C","24","-46.64","177","No"
"3796","NXRT","NexPoint Residential Tr","31.53","1.51","0.47","154","-12.5","16","20","C-","E","C+","11","-26.9","182","No"
"3797","NXST","Nexstar Media Cl A","218.29","2.71","5.76","536","78.5","24","84","B","B","B","62","-2.27","300","No"
"3798","NXT","Nextpower Cl A","98.65","4.16","3.94","1666","-14","97","94","A","A","B","97","-12.5","1937","No"
"3799","NXTC","NextCure","12.87","-0.69","-0.09","25","-42.7","19","96","A+","-","B-","66","-18.23","44","No"
"3800","NXTT","Next Technology Holding","7.1","1","0.07","48","-61.7","27","1","C","B","D","9","-99.26","127","No"
"3801","NXXT","NextNRG","1.13","-1.74","-0.02","1347","-38.8","24","4","B-","D","B","17","-73.99","2200","No"
"3802","NYAX","Nayax","59.08","0.61","0.36","3","-75.6","82","89","D+","C","A+","92","-1.17","12","No"
"3803","NYC","American Strategic Invt","9.88","-1.2","-0.12","8","90","39","23","C-","E","B","21","-39.39","4","No"
"3804","NYT","New York Times","71.57","-0.25","-0.18","1189","-39.3","97","87","A+","A","A-","97","-0.8","1890","No"
"3805","NYXH","Nyxoah","5.15","0.59","0.03","18","-57.1","8","10","B+","D","B-","16","-56.61","42","No"
"3806","O","Realty Income","60.72","0.68","0.41","6752","5.2","58","51","C-","B","E","48","-0.6","6416","No"
"3807","OABI","OmniAb","1.92","0.52","0.01","216","-60","19","26","A+","E","A-","33","-52.24","525","No"
"3808","OACC","Oaktree Acqn III Life Sci","10.6","-0.42","-0.05","20","-41","80","46","C-","-","A","65","-2.3","39","No"
"3809","OAKU","Oak Woods Acqn Cl A","12.18","0","0","0","0","5","41","C-","-","B","29","-6.35","3","No"
"3810","OBA","Oxley Bridge Acquisition","10.11","0","0","0","0","37","38","C-","-","B+","42","-0.3","49","No"
"3811","OBDC","Blue Owl Capital","12.73","0.39","0.05","4192","-21.7","54","20","B-","B","C-","41","-19.07","5352","No"
"3812","OBE","Obsidian Energy","6.37","-6.05","-0.41","440","25.5","10","74","C","E","B","40","-9.9","351","No"
"3813","OBIO","Orchestra BioMed Holdings","4.17","-6.5","-0.29","302","12.3","18","72","A+","E","B","49","-32.31","269","No"
"3814","OBK","Origin Bancorp","40.48","1.2","0.48","350","133.1","20","79","C-","C","A","62","-1.66","150","No"
"3815","OBT","Orange County Bancorp","29.86","2.61","0.76","27","-4.4","97","77","B-","A","A-","95","-1.27","29","No"
"3816","OC","Owens Corning","124.73","1.12","1.38","1197","-25.1","67","17","B-","A","C+","40","-35.36","1616","No"
"3817","OCC","Optical Cable","4.23","-1.63","-0.07","38","-59.4","28","12","A+","D","D","22","-63.22","89","No"
"3818","OCCI","OFS Credit","4.87","0.1","0.01","442","59.7","0","15","B-","-","E","-","-33.74","277","No"
"3819","OCFC","OceanFirst Financial","18.41","2.28","0.41","844","66","33","49","B","C","B-","47","-10.67","496","No"
"3820","OCG","Oriental Culture Holding","0.01","-14.41","0","461436","392.8","35","1","A-","E","E","3","-99.95","94067","No"
"3821","OCGN","Ocugen","1.62","-13.83","-0.26","14300","230.9","17","93","A+","E","B+","72","-17.35","4321","No"
"3822","OCS","Oculis Holding","23.84","0.76","0.18","253","91.6","22","75","A+","E","A","75","-2.69","132","No"
"3823","OCSL","Oaktree Spec Lending","13","1.01","0.13","563","-24.5","36","20","B-","C","E","21","-20.2","746","No"
"3824","OCUL","Ocular Therapeutix","11.28","1.9","0.21","27765","634.3","6","72","A+","E","C+","39","-31.39","3781","No"
"3825","ODC","Oil-Dri of America","53.91","-0.04","-0.02","55","-18.2","85","44","E","B","C","56","-22.72","69","No"
"3826","ODD","ODDITY Tech","35.34","4.56","1.54","946","-2.8","95","9","D","A","D-","42","-55.37","973","No"
"3827","ODFL","Old Dominion Freight Line","178.21","2.7","4.69","2101","-4.1","53","72","B+","B","A-","70","-14.98","2192","No"
"3828","ODTC","Odonate","150000","0","0","0","0","0","-","C+","-","-","-","-14.79","0","No"
"3829","ODV","Osisko Development","3.51","-3.31","-0.12","1061","-16.3","6","91","A+","D","B","69","-16.53","1268","No"
"3830","ODYS","Odysight.ai","4.64","-1.28","-0.06","31","-30.8","8","41","C-","D","B-","18","-57.04","43","No"
"3831","OEC","Orion","6.42","2.56","0.16","500","-32.2","30","10","C","C","B-","12","-61.4","737","No"
"3832","OESX","Orion Energy Systems","17.26","-0.46","-0.08","47","-23.8","56","97","A-","E","B-","77","-7.35","61","No"
"3833","OFAL","OFA Group","0.48","-3.14","-0.02","65","-30.7","2","1","C","-","D+","1","-95.09","94","No"
