"Order","Symbol","Name","Current Price","Price % Chg","Price $ Chg","Volume (1000s)","Vol % Chg vs 50-Day","EPS Rating","RS Rating","Ind Group RS","SMR Rating","A/D Rating","Comp Rating","% Off High","50-Day Avg Vol (1000s)","ETF/Closed-End Fund"
"3834","OFG","OFG Bancorp","41.92","1.6","0.66","152","-39.9","88","41","C-","B","B","69","-9.09","242","No"
"3835","OFIX","Orthofix Medical","14.4","0.56","0.08","196","-13.8","71","41","B+","D","D","46","-29.69","227","No"
"3836","OFLX","Omega Flex","32.5","2.1","0.67","20","-50.9","31","41","A-","B","B+","51","-24.73","40","No"
"3837","OFS","OFS Capital","5.07","3.89","0.19","65","-28.1","46","8","B-","C","C-","18","-48.27","91","No"
"3838","OGE","OGE Energy","43.72","0.55","0.24","1303","-5.9","40","26","C+","B","C+","40","-7.63","1385","No"
"3839","OGEN","Oragenics","0.94","1.87","0.02","20","-68.2","58","4","A+","E","C-","27","-95.04","65","No"
"3840","OGI","Organigram Global","1.59","-1.24","-0.02","1549","35","3","49","E","C","D","22","-29.02","1148","No"
"3841","OGN","Organon","8.7","1.05","0.09","6531","16.3","48","14","A","B","A-","40","-49.51","5617","No"
"3842","OGS","ONE Gas","77.93","0.49","0.38","482","3.6","83","38","D+","B","D-","54","-7.18","446","No"
"3843","OHI","Omega Hlthcare Investors","44.48","0.41","0.18","2082","16","77","69","C-","A","C+","74","-4.06","1795","No"
"3844","OI","O-I Glass","15.81","-0.63","-0.1","1610","-33.6","74","87","C","D","B+","79","-1.43","2353","No"
"3845","OIGBQ","Orbital Infrastructure","0","0","0","0","0","25","1","B","D","E","4","-100","-","No"
"3846","OII","Oceaneering Intl","27.07","0.04","0.01","1008","22.8","99","82","A","B","B","96","-2.29","821","No"
"3847","OILCF","Permex Petroleum","1.7","0","0","0","0","5","32","D","D","C+","28","-86.76","0","No"
"3848","OIS","Oil States Intl","8.19","0.61","0.05","685","-0.7","75","93","A","E","A-","92","-1.09","689","No"
"3849","OKE","Oneok","73.35","-3.3","-2.5","4834","19.3","87","20","B-","A","D-","51","-33.93","4051","No"
"3850","OKLO","Oklo","91.45","-4.71","-4.52","11272","-10.1","12","97","B","-","A","50","-52.82","12536","No"
"3851","OKTA","Okta Cl A","91.94","-1.51","-1.41","3402","29.3","67","41","E","B","B","52","-27.93","2633","No"
"3852","OKUR","OnKure Therapeutics","3.01","-5.64","-0.18","38","-69","64","26","A+","-","B+","47","-55.01","125","No"
"3853","OKYO","Okyo Pharma","2.39","-15.55","-0.44","320","100.7","48","90","A+","-","B-","72","-28.64","160","No"
"3854","OLB","OLB Group","0.73","20.25","0.12","1597","1740.9","55","5","D-","E","D","6","-70.78","86","No"
"3855","OLED","Universal Display","119.74","-0.21","-0.25","617","5.3","71","15","B-","B","C","38","-27.12","586","No"
"3856","OLLI","Ollie's Bargain Outlet","117.3","1.19","1.38","851","-26","87","27","B+","A","D","74","-17.24","1153","No"
"3857","OLMA","Olema Pharmaceuticals","29.19","1.46","0.42","1138","-74.1","31","99","A+","-","A","81","-19.5","4396","No"
"3858","OLN","Olin Corp","23.63","-1.13","-0.27","1711","-32.1","37","27","C","C","B","31","-32.01","2521","No"
"3859","OLP","One Liberty Properties","21.37","0.94","0.2","80","-25.8","66","21","C-","B","C-","40","-24.63","109","No"
"3860","OLPX","Olaplex","1.65","0.61","0.01","1078","-35.7","9","83","D","C","B+","43","-10.28","1677","No"
"3861","OLYMY","Olympus ADR","12.98","-1.89","-0.25","24","-39.9","18","46","A-","-","B-","-","-16.06","39","No"
"3862","OM","Outset Medical","5.26","-4.01","-0.22","702","-38.8","60","3","A-","E","C+","24","-76.07","1149","No"
"3863","OMAB","Grupo Aeroportuario ADR","106.48","0.11","0.12","45","-25.8","89","69","B","A","B-","92","-8.41","62","No"
"3864","OMC","Omnicom Group","80.84","0.82","0.66","3619","-23.8","75","51","B","B","B-","71","-9.52","4753","No"
"3865","OMCC","Old Market Capital","3.15","0","0","23","-0.2","50","21","B","D","B","42","-54.68","22","No"
"3866","OMCL","Omnicell","50.98","0.51","0.26","414","-20.7","26","93","A-","C","A+","79","-7.31","531","No"
"3867","OMDA","Omada Health","15.65","0.97","0.15","957","-5.3","53","9","A+","D","B","45","-44.89","1011","No"
"3868","OMER","Omeros","12.21","-6.65","-0.87","2468","-11.8","43","95","A+","-","C-","66","-30.82","2800","No"
"3869","OMEX","Odyssey Marine Expln","2.11","-4.09","-0.09","548","-48.5","13","96","A+","-","B","50","-52.37","1067","No"
"3870","OMF","OneMain Holdings","65.04","-1.6","-1.06","1320","17.3","79","82","B-","B","B","89","-9.58","1127","No"
"3871","OMH","Ohmyhome","1.49","9.56","0.13","175","-70.7","44","18","A-","D","B+","39","-66.56","599","No"
"3872","OMRNY","OMRON ADR","25.49","0.71","0.18","37","3.3","29","18","A","-","D-","-","-24.06","36","No"
"3873","OMSE","OMS Energy Technologies","5.02","0.4","0.02","5","-82.4","50","23","A","C","B-","44","-49.09","31","No"
"3874","ON","ON Semiconductor","60.28","-0.5","-0.3","7065","-21.6","48","81","A+","C","B+","79","-5.26","9011","No"
"3875","ONB","Old National Bancorp","23.29","1.93","0.44","2551","-3.5","87","64","B-","A","B+","89","-4.9","2643","No"
"3876","ONC","BeOne Medicines ADR","338.29","-2.44","-8.46","165","-47.5","83","84","A+","C","B-","94","-12.18","315","No"
"3877","ONCH","1RT Acquisition","10.23","-0.1","-0.01","177","363.5","5","32","C-","-","C","19","-3.75","38","No"
"3878","ONCO","Onconetix","1.61","1.26","0.02","23","-46.2","65","2","A+","D","D+","24","-98.18","43","No"
"3879","ONCY","Oncolytics Biotech","0.97","-7.33","-0.08","1099","54.7","19","51","A+","-","C-","39","-35.56","710","No"
"3880","ONDS","Ondas Holdings","12.82","-5.46","-0.74","96377","-4.8","51","99","A","D","A+","91","-16.1","101245","No"
"3881","ONEG","OneConstruction Group","2.03","3.31","0.07","17","-94.5","5","5","A-","D","B-","7","-84.96","318","No"
"3882","ONEW","OneWater Marine Cl A","13.83","2.75","0.37","249","15.6","43","21","C-","D","A-","37","-34.14","207","No"
"3883","ONFO","Onfolio","0.73","-0.96","-0.01","57","-91.5","23","7","C","D","C","13","-62.41","673","No"
"3884","ONIT","Onity Group","53.35","3.85","1.98","121","113.5","34","92","B+","D","A+","84","2.4","57","No"
"3885","ONL","Orion Properties","2.13","3.9","0.08","204","-28.6","11","16","C-","E","C-","4","-49.88","273","No"
"3886","ONMD","OneMedNet","0.85","-22.73","-0.25","977","-24.6","41","26","A","-","D-","23","-79.86","1297","No"
"3887","ONON","On Holding","46","2.06","0.93","7382","6.5","88","27","D+","A","C","59","-28.18","6936","No"
"3888","ONTF","ON24","7.97","0","0","330","3.3","40","91","D","D","C-","48","-1.6","319","No"
"3889","ONTO","Onto Innovation","217.85","7.73","15.64","1631","96","56","94","A+","B","A+","90","-4.63","832","No"
"3890","OOMA","Ooma","11.93","-0.58","-0.07","227","10.1","97","27","D","B","A-","70","-23.75","206","No"
"3891","OPAD","Offerpad Solutions Cl A","1.34","-12.42","-0.19","4542","16.1","35","6","B","E","E","6","-78.9","3913","No"
"3892","OPAL","OPAL Fuels","2.57","1.98","0.05","199","-31.1","9","69","B","-","B","29","-37.01","288","No"
"3893","OPBK","OP Bancorp","14.76","2.07","0.3","23","-44.1","81","62","B+","A","B","92","-8.15","41","No"
"3894","OPCH","Option Care Health","36.11","1.69","0.6","1823","-9.5","86","82","A+","B","A","97","1.6","2045","No"
"3895","OPEN","Opendoor Technologies","6.3","-5.12","-0.34","47066","-51","43","99","B","E","A","67","-42.04","96078","No"
"3896","OPFI","OppFi","10.01","0.6","0.06","503","-9.9","74","41","D+","A","C+","58","-43.54","559","No"
"3897","OPHC","OptimumBank Holdings","4.77","8.41","0.37","153","370.9","51","67","C-","A","B","77","-1.65","32","No"
"3898","OPHLY","Ono Pharmaceutical ADR","4.71","-1.05","-0.05","11","-63.8","54","81","A-","-","B-","-","-1.83","31","No"
"3899","OPITQ","Office Properties Incm","0.01","0","0","605","0.6","3","1","D","E","E","1","-98.85","599","No"
"3900","OPK","OPKO Health","1.28","-1.54","-0.02","1698","-47.4","12","17","A+","E","C","21","-37.1","3231","No"
"3901","OPLN","OPENLANE","31.3","2.76","0.84","530","-44.6","96","87","C-","B","A","93","-1.51","958","No"
"3902","OPRA","Opera ADR","14.08","4.68","0.63","1009","48","93","15","A","A","C-","64","-37.42","682","No"
"3903","OPRT","Oportun Financial","5.13","1.18","0.06","341","-5.6","80","46","B-","D","C","50","-44.51","372","No"
"3904","OPRX","OptimizeRx","12.6","-1.95","-0.25","193","-30.1","94","82","E","B","B-","76","-43.37","277","No"
"3905","OPTEY","Opthea ADR","0.01","0","0","0","0","55","31","A+","-","C-","48","-99.9","36","No"
"3906","OPTT","Ocean Power Technologies","0.43","-5.43","-0.02","7466","0.6","15","11","B","E","C","6","-58.66","7426","No"
"3907","OPTU","Optimum Communications","1.91","1.06","0.02","1241","-60.2","3","12","B+","-","B","10","-40.31","3101","No"
"3908","OPTX","Syntec Optics Cl A","3.98","-0.75","-0.03","1165","-58.1","3","98","A+","E","A","58","-40.6","2782","No"
"3909","OPXS","Optex Systems Holdings","15.37","-0.07","-0.01","31","-36.1","84","94","A","A","B","97","-13.46","50","No"
"3910","OPY","Oppenheimer Holdings A","79.02","5.9","4.4","47","11.6","73","79","C+","B","B+","85","-1.21","40","No"
"3911","OR","OR Royalties","40.84","0.17","0.07","1787","48.8","94","91","A+","A","A+","99","-3.34","1200","No"
"3912","ORA","Ormat Technologies","115.91","-3.18","-3.81","925","58.1","79","87","B","C","B-","88","-6.61","585","No"
"3913","ORANY","Orange ADR","15.43","0","0","82","-45.9","13","25","B","C","B-","31","-9.06","-","No"
"3914","ORBS","Eightco Holdings","1.75","-3.31","-0.06","2391","-45.6","52","17","A","D","C","25","-97.89","4398","No"
"3915","ORC","Orchid Island Capital","8.12","2.78","0.22","6253","4.2","33","67","B-","C","B+","67","-9.83","6003","No"
"3916","ORCL","Oracle","189.85","-1.94","-3.76","16418","-37.5","89","20","B-","A","D","57","-45.09","26255","No"
"3917","ORGN","Origin Materials","0.2","-2.32","0","826","-54.2","44","2","B","E","E","4","-81.96","1806","No"
"3918","ORGO","Organogenesis Hldgs Cl A","3.97","2.58","0.1","764","-63.3","36","32","B+","C","B-","38","-43.9","2083","No"
"3919","ORI","Old Republic Intl","43.32","0.74","0.32","1286","-21.8","71","77","C-","B","C","68","-7.36","1649","No"
"3920","ORIC","Oric Pharmaceuticals","11.52","2.4","0.27","1929","33","24","83","A+","-","A-","67","-22.84","1450","No"
"3921","ORIO","Orion Digital","1.22","2.52","0.03","61","-52","59","18","B-","E","B-","24","-68.15","127","No"
"3922","ORIQ","Origin Investment I","10.14","0.3","0.03","38","304.2","37","38","C-","-","A-","43","-0.59","10","No"
"3923","ORIS","Oriental Rise Holdings","1.89","21.15","0.33","6412","817.8","6","2","D-","D","B+","2","-95.86","698","No"
"3924","ORKA","Oruka Therapeutics","32.5","1.56","0.5","377","-31.6","52","97","A+","-","B+","87","-0.43","551","No"
"3925","ORKT","Orangekloud Technology","0.79","1.95","0.02","9","-97.1","2","2","C","E","D","4","-95.4","309","No"
"3926","ORLA","Orla Mining","14.65","-0.88","-0.13","1322","-47.2","99","90","A+","A","A-","99","-5.72","2503","No"
"3927","ORLY","O'Reilly Automotive","93.64","-1.45","-1.38","5915","10.1","86","38","E","-","C-","41","-13.87","5370","No"
"3928","ORMP","Oramed Pharmaceuticals","3.69","1.37","0.05","528","112.9","77","94","A+","D","A+","97","0.54","248","No"
"3929","ORN","Orion Group Holdings","11.22","4.57","0.49","252","6.6","31","90","A-","C","A","77","-5.71","236","No"
"3930","ORRF","Orrstown Financial","37.06","2.77","1","454","85.5","78","72","B-","A","A","85","-3.44","247","No"
"3931","OS","OneStream Cl A","23.62","-0.08","-0.02","5125","50.7","78","72","D+","C","B+","74","-23.63","3405","No"
"3932","OSBC","Old Second Bancorp","20.99","2.59","0.53","367","27.8","63","81","B-","A","A","90","0.14","293","No"
"3933","OSCR","Oscar Health","17.42","4.37","0.73","13417","11.4","3","62","D","C","B","36","-26.81","12042","No"
"3934","OSG","Octave Specialty Group","6.31","2.1","0.13","982","28.7","2","10","B+","C","C","10","-47.92","763","No"
"3935","OSIS","OSI Systems","290.8","1.45","4.15","139","-48.7","90","88","A","B","C+","95","-0.53","274","No"
"3936","OSK","Oshkosh","153.36","1.72","2.59","555","-16","75","88","A+","C","B-","88","0.83","661","No"
"3937","OSPN","OneSpan","12.47","-1.97","-0.25","468","-19.6","28","13","E","B","C","15","-38.77","583","No"
"3938","OSRH","OSR Holdings","0.78","6.5","0.05","1317","-78.8","33","15","A+","E","A-","32","-93.77","6207","No"
"3939","OSS","One Stop Systems","10.85","-7.19","-0.84","3409","151.6","61","98","E","D","A-","76","-14.9","1355","No"
"3940","OST","Ostin Technology","1.7","0","0","0","0","64","5","B-","E","C","19","-99.28","0","No"
"3941","OSTX","OS Therapies","1.46","-5.81","-0.09","2036","325.7","5","11","A+","-","D-","12","-64.3","479","No"
"3942","OSUR","OraSure Technologies","2.74","1.67","0.05","750","-2.2","3","16","B+","E","B","13","-35.07","731","No"
"3943","OSW","OneSpaWorld Holdings","20.18","-3.26","-0.68","786","54.8","94","46","D","B","D","63","-14.09","520","No"
"3944","OTCM","OTC Markets Group","53.99","-0.02","-0.01","2","-64.4","73","51","B+","-","B-","-","-10.76","6","No"
"3945","OTEX","Open Text","30.94","-3.31","-1.06","1515","48.5","69","32","B-","B","D+","44","-22.46","1024","No"
"3946","OTF","Blue Owl Technology Fin","14.49","2.48","0.35","1592","28.3","86","22","B-","B","B+","64","-32.98","1241","No"
"3947","OTGA","OTG Acquisition I","10.04","-0.1","-0.01","8","-85.4","5","32","C-","-","D-","16","-0.8","60","No"
"3948","OTH","Off The Hook YS","2.54","14.62","0.32","142","22.3","12","8","B+","B","C+","23","-34.87","116","No"
"3949","OTIS","Otis Worldwide","90.35","0.44","0.4","2081","-14.5","73","22","B","-","C+","38","-15.42","2446","No"
"3950","OTLK","Outlook Therapeutics","0.52","-3.3","-0.02","2602","-67.3","17","2","A+","-","D","13","-84.6","7975","No"
"3951","OTLY","Oatly Group ADR","11.37","0.98","0.11","30","-56.6","2","19","E","E","D-","2","-39.65","69","No"
"3952","OTSKY","Otsuka Holdings ADR","28.77","-0.31","-0.09","29","-17.1","99","71","A-","-","B","-","-4.66","36","No"
"3953","OTTR","Otter Tail","88.29","1.87","1.62","165","-34.5","65","69","A","B","B-","77","-0.2","247","No"
"3954","OUST","Ouster Cl A","27.4","-1.26","-0.35","1559","-25.4","36","95","B+","D","C","64","-34.21","2090","No"
"3955","OUT","OUTFRONT Media","24.44","1.2","0.29","1134","-32.4","35","90","C-","B","B-","62","-1.61","1677","No"
"3956","OVBC","Ohio Valley Banc","40.26","0.9","0.36","4","-64","79","83","B-","B","B-","83","-4.14","11","No"
"3957","OVCHY","Oversea-Chinese Bking ADR","31.42","-0.19","-0.06","22","-9.6","70","81","A-","-","A-","-","-1.46","24","No"
"3958","OVID","Ovid Therapeutics","1.59","-3.64","-0.06","1200","-23.5","16","98","A+","D","A","75","-20.9","1570","No"
"3959","OVLY","Oak Valley Bancorp","30.93","1.64","0.5","16","36.5","59","79","C+","A","B","77","-1.65","12","No"
"3960","OVV","Ovintiv","39.95","-1.02","-0.41","4147","15.9","53","49","C+","C","B-","48","-13.81","3616","No"
"3961","OWL","Blue Owl Capital","15.79","1.22","0.19","5087","-61.7","89","16","B-","A","D-","53","-40.92","13269","No"
"3962","OWLS","OBOOK Holdings","6.55","-1.36","-0.09","51","-18","38","1","D+","-","B-","4","-92.72","60","No"
"3963","OWLT","Owlet","13.6","-2.79","-0.39","291","-2.5","15","98","B+","-","B","57","-19.72","299","No"
"3964","OXBR","Oxbridge Re Holdings","1.23","-1.81","-0.02","2","-83.5","26","7","C-","D","C+","12","-78.87","14","No"
"3965","OXM","Oxford Industries","42.75","5.74","2.32","590","16.6","16","21","A-","C","B-","18","-51.53","516","No"
"3966","OXSQ","Oxford Square Capital","1.95","3.72","0.07","2648","186.5","31","17","B-","B","B+","28","-31.94","924","No"
"3967","OXY","Occidental Petroleum","43.17","-2.59","-1.15","14135","42.1","21","32","C+","C","B-","29","-17.9","9946","No"
"3968","OYSE","Oyster Ents II Acqn","10.11","0","0","0","-97.2","5","38","C-","-","B","25","-1.22","13","No"
"3969","OZ","Belpointe PREP","53.49","2.18","1.14","13","-23.6","8","15","C-","D","D+","13","-35.47","17","No"
"3970","OZK","Bank OZK","48.51","1.53","0.73","1068","-5.8","74","49","C-","B","D+","60","-9.6","1095","No"
"3971","PAA","Plains All Amer Pipeline","19.05","-0.05","-0.01","4651","66.3","45","57","B-","D","C-","49","-9.29","2797","No"
"3972","PAAS","Pan American Silver","55.88","-0.41","-0.23","5955","-4.2","75","96","A+","B","A","99","-2.3","6216","No"
"3973","PAC","Gpo Aeroportuario ADR","257.23","-2.27","-5.97","104","21.2","86","80","B","A","B+","95","-5.91","89","No"
"3974","PACB","Pacific Biosciences CA","2.35","-0.42","-0.01","6707","-18.5","37","92","A-","E","A-","71","-13.76","8227","No"
"3975","PACH","Pioneer Acqn I Cl A","10.1","0.1","0.01","104","180.2","37","38","C-","-","A-","44","-0.59","39","No"
"3976","PACK","Ranpak Holdings","5.84","0.86","0.05","380","-1.5","8","83","C","D","A-","43","-32.87","370","No"
"3977","PACS","PACS Group","39.37","-0.3","-0.12","1130","-38.5","85","99","A+","B","A+","99","-8.61","1838","No"
"3978","PAG","Penske Automotive","164.39","0.58","0.95","195","-17.9","56","38","C-","B","C-","40","-13.26","240","No"
"3979","PAGP","Plains GP Holdings","20.17","-0.4","-0.08","1221","-17.8","83","55","B-","C","A-","78","-9.57","1486","No"
"3980","PAGS","PagSeguro Digital","10.23","1.69","0.17","2860","-35.5","88","83","D-","B","C","77","-8.33","4306","No"
"3981","PAHC","Phibro Animal Health","40.06","0.48","0.19","176","-38.1","95","92","A-","A","D+","97","-13.7","286","No"
"3982","PAII","Pyrophyte Acqn II Cl A","10.07","0.1","0.01","62","120.8","5","38","C-","-","B-","23","-0.59","30","No"
"3983","PAIYY","Aesthetic Medical ADR","0.22","0","0","0","0","22","5","A","-","B-","13","-63.21","-","No"
"3984","PAL","Proficient Auto Logistics","10.01","3.52","0.34","260","21.3","5","89","A-","C","A-","72","-11.96","215","No"
"3985","PALI","Palisade Bio","1.75","-10.26","-0.2","6947","38.8","58","92","A+","E","B+","81","-33.71","5005","No"
"3986","PAM","Pampa Energia ADR","78.84","-1.87","-1.5","255","40.5","44","57","C+","B","B","58","-16.57","182","No"
"3987","PAMT","PAMT","12.07","-2.35","-0.29","41","80.4","4","20","B+","E","B+","18","-30.23","22","No"
"3988","PANL","Pangaea Logistics Solns","7.01","2.79","0.19","284","-15.8","15","89","B+","C","A+","72","-5.46","322","No"
"3989","PANW","Palo Alto Networks","187.73","-1.68","-3.2","6530","10","98","27","E","A","D+","62","-16.05","5937","No"
"3990","PAPL","Pineapple Financial","1.22","-1.61","-0.02","236","-66","51","2","B+","E","E","9","-91.29","696","No"
"3991","PAR","Par Technology","38.42","-3.27","-1.3","638","2.4","80","13","D+","C","B","41","-49.28","623","No"
"3992","PARK","Park Dental Partners","15.3","-6.71","-1.1","37","-58.6","49","94","B+","-","C+","67","-14.24","77","No"
"3993","PARR","Par Pacific Holdings","38.64","0.73","0.28","1854","46.9","81","94","C","D","C","78","-20.17","1263","No"
"3994","PASG","Passage Bio","14.28","-5.8","-0.88","56","-9.1","43","96","A+","-","B+","77","-28.6","62","No"
"3995","PASW","Ping An Biomedical","0.22","-0.55","0","817","-76.6","5","1","A-","-","C","2","-95.97","3489","No"
"3996","PATH","UiPath","14.79","-3.77","-0.58","32439","33.7","99","64","D","A","D","77","-25.45","24261","No"
"3997","PATK","Patrick Industries","125.82","4.68","5.63","575","91.7","34","87","A+","C","A+","83","4.1","286","No"
"3998","PAVM","PAVmed","8.75","-4.79","-0.44","18","-8.3","51","5","B+","-","B+","21","-67.41","20","No"
